Form_Type,Company_Name,CIK,Date_Filed,File_Name,URL,File_Size (Bytes)
10-K,COCA COLA CO,21344,2022-02-22,edgar/data/21344/0000021344-22-000009.txt,https://www.sec.gov/Archives/edgar/data/21344/0000021344-22-000009.txt,20
10-K,COLGATE PALMOLIVE CO,21665,2022-02-17,edgar/data/21665/0000021665-22-000003.txt,https://www.sec.gov/Archives/edgar/data/21665/0000021665-22-000003.txt,20
10-K,COMCAST CORP,1166691,2022-02-02,edgar/data/1166691/0001166691-22-000009.txt,https://www.sec.gov/Archives/edgar/data/1166691/0001166691-22-000009.txt,20
10-K,CONOCOPHILLIPS,1163165,2022-02-17,edgar/data/1163165/0001562762-22-000031.txt,https://www.sec.gov/Archives/edgar/data/1163165/0001562762-22-000031.txt,20
10-K,CVS HEALTH Corp,64803,2022-02-09,edgar/data/64803/0000064803-22-000008.txt,https://www.sec.gov/Archives/edgar/data/64803/0000064803-22-000008.txt,20
10-K,DANAHER CORP /DE/,313616,2022-02-23,edgar/data/313616/0000313616-22-000061.txt,https://www.sec.gov/Archives/edgar/data/313616/0000313616-22-000061.txt,20
10-K,DOW INC.,1751788,2022-02-04,edgar/data/1751788/0001751788-22-000011.txt,https://www.sec.gov/Archives/edgar/data/1751788/0001751788-22-000011.txt,20
10-K,Duke Energy CORP,1326160,2022-02-24,edgar/data/1326160/0001326160-22-000072.txt,https://www.sec.gov/Archives/edgar/data/1326160/0001326160-22-000072.txt,20
10-K,ELI LILLY & Co,59478,2022-02-23,edgar/data/59478/0000059478-22-000068.txt,https://www.sec.gov/Archives/edgar/data/59478/0000059478-22-000068.txt,20
10-K,EXELON CORP,1109357,2022-02-25,edgar/data/1109357/0001109357-22-000039.txt,https://www.sec.gov/Archives/edgar/data/1109357/0001109357-22-000039.txt,20
10-K,EXXON MOBIL CORP,34088,2022-02-23,edgar/data/34088/0000034088-22-000011.txt,https://www.sec.gov/Archives/edgar/data/34088/0000034088-22-000011.txt,20
10-K,FORD MOTOR CO,37996,2022-02-04,edgar/data/37996/0000037996-22-000013.txt,https://www.sec.gov/Archives/edgar/data/37996/0000037996-22-000013.txt,20
10-K,GENERAL DYNAMICS CORP,40533,2022-02-09,edgar/data/40533/0000040533-22-000007.txt,https://www.sec.gov/Archives/edgar/data/40533/0000040533-22-000007.txt,20
10-K,GENERAL ELECTRIC CO,40545,2022-02-11,edgar/data/40545/0000040545-22-000008.txt,https://www.sec.gov/Archives/edgar/data/40545/0000040545-22-000008.txt,20
10-K,"GILEAD SCIENCES, INC.",882095,2022-02-23,edgar/data/882095/0000882095-22-000007.txt,https://www.sec.gov/Archives/edgar/data/882095/0000882095-22-000007.txt,20
10-K,GOLDMAN SACHS GROUP INC,886982,2022-02-25,edgar/data/886982/0001193125-22-052682.txt,https://www.sec.gov/Archives/edgar/data/886982/0001193125-22-052682.txt,20
10-K,General Motors Co,1467858,2022-02-02,edgar/data/1467858/0001467858-22-000034.txt,https://www.sec.gov/Archives/edgar/data/1467858/0001467858-22-000034.txt,20
10-K,"HOME DEPOT, INC.",354950,2022-03-23,edgar/data/354950/0000354950-22-000070.txt,https://www.sec.gov/Archives/edgar/data/354950/0000354950-22-000070.txt,20
10-K,HONEYWELL INTERNATIONAL INC,773840,2022-02-11,edgar/data/773840/0000773840-22-000018.txt,https://www.sec.gov/Archives/edgar/data/773840/0000773840-22-000018.txt,20
10-K,INTEL CORP,50863,2022-01-27,edgar/data/50863/0000050863-22-000007.txt,https://www.sec.gov/Archives/edgar/data/50863/0000050863-22-000007.txt,20
10-K,INTERNATIONAL BUSINESS MACHINES CORP,51143,2022-02-22,edgar/data/51143/0001558370-22-001584.txt,https://www.sec.gov/Archives/edgar/data/51143/0001558370-22-001584.txt,20
10-K,JOHNSON & JOHNSON,200406,2022-02-17,edgar/data/200406/0000200406-22-000022.txt,https://www.sec.gov/Archives/edgar/data/200406/0000200406-22-000022.txt,20
10-K,JPMORGAN CHASE & CO,19617,2022-02-22,edgar/data/19617/0000019617-22-000272.txt,https://www.sec.gov/Archives/edgar/data/19617/0000019617-22-000272.txt,20
10-K,Kraft Heinz Co,1637459,2022-02-17,edgar/data/1637459/0001637459-22-000018.txt,https://www.sec.gov/Archives/edgar/data/1637459/0001637459-22-000018.txt,20
10-K,LINDE PLC,1707925,2022-02-28,edgar/data/1707925/0001628280-22-004180.txt,https://www.sec.gov/Archives/edgar/data/1707925/0001628280-22-004180.txt,20
10-K,LOCKHEED MARTIN CORP,936468,2022-01-25,edgar/data/936468/0000936468-22-000008.txt,https://www.sec.gov/Archives/edgar/data/936468/0000936468-22-000008.txt,20
10-K,LOWES COMPANIES INC,60667,2022-03-21,edgar/data/60667/0000060667-22-000038.txt,https://www.sec.gov/Archives/edgar/data/60667/0000060667-22-000038.txt,20
10-K,MCDONALDS CORP,63908,2022-02-24,edgar/data/63908/0000063908-22-000011.txt,https://www.sec.gov/Archives/edgar/data/63908/0000063908-22-000011.txt,20
10-K,METLIFE INC,1099219,2022-02-18,edgar/data/1099219/0001099219-22-000014.txt,https://www.sec.gov/Archives/edgar/data/1099219/0001099219-22-000014.txt,20
10-K,MORGAN STANLEY,895421,2022-02-24,edgar/data/895421/0000895421-22-000400.txt,https://www.sec.gov/Archives/edgar/data/895421/0000895421-22-000400.txt,20
10-K,Mastercard Inc,1141391,2022-02-11,edgar/data/1141391/0001141391-22-000023.txt,https://www.sec.gov/Archives/edgar/data/1141391/0001141391-22-000023.txt,20
10-K,"Merck & Co., Inc.",310158,2022-02-25,edgar/data/310158/0000310158-22-000003.txt,https://www.sec.gov/Archives/edgar/data/310158/0000310158-22-000003.txt,20
10-K,"Meta Platforms, Inc.",1326801,2022-02-03,edgar/data/1326801/0001326801-22-000018.txt,https://www.sec.gov/Archives/edgar/data/1326801/0001326801-22-000018.txt,20
10-K,"Mondelez International, Inc.",1103982,2022-02-04,edgar/data/1103982/0001103982-22-000003.txt,https://www.sec.gov/Archives/edgar/data/1103982/0001103982-22-000003.txt,20
10-K,NETFLIX INC,1065280,2022-01-27,edgar/data/1065280/0001065280-22-000036.txt,https://www.sec.gov/Archives/edgar/data/1065280/0001065280-22-000036.txt,20
10-K,NEXTERA ENERGY INC,753308,2022-02-18,edgar/data/753308/0000753308-22-000014.txt,https://www.sec.gov/Archives/edgar/data/753308/0000753308-22-000014.txt,20
10-K,NVIDIA CORP,1045810,2022-03-18,edgar/data/1045810/0001045810-22-000036.txt,https://www.sec.gov/Archives/edgar/data/1045810/0001045810-22-000036.txt,20
10-K,PEPSICO INC,77476,2022-02-10,edgar/data/77476/0000077476-22-000010.txt,https://www.sec.gov/Archives/edgar/data/77476/0000077476-22-000010.txt,20
10-K,PFIZER INC,78003,2022-02-24,edgar/data/78003/0000078003-22-000027.txt,https://www.sec.gov/Archives/edgar/data/78003/0000078003-22-000027.txt,20
10-K,"PayPal Holdings, Inc.",1633917,2022-02-03,edgar/data/1633917/0001633917-22-000027.txt,https://www.sec.gov/Archives/edgar/data/1633917/0001633917-22-000027.txt,20
10-K,Philip Morris International Inc.,1413329,2022-02-11,edgar/data/1413329/0001413329-22-000011.txt,https://www.sec.gov/Archives/edgar/data/1413329/0001413329-22-000011.txt,20
10-K,RAYTHEON TECHNOLOGIES CORP,101829,2022-02-11,edgar/data/101829/0000101829-22-000005.txt,https://www.sec.gov/Archives/edgar/data/101829/0000101829-22-000005.txt,20
10-K,"SALESFORCE.COM, INC.",1108524,2022-03-11,edgar/data/1108524/0001108524-22-000013.txt,https://www.sec.gov/Archives/edgar/data/1108524/0001108524-22-000013.txt,20
10-K,SCHWAB CHARLES CORP,316709,2022-02-24,edgar/data/316709/0000316709-22-000009.txt,https://www.sec.gov/Archives/edgar/data/316709/0000316709-22-000009.txt,20
10-K,SIMON PROPERTY GROUP INC /DE/,1063761,2022-02-24,edgar/data/1063761/0001558370-22-001845.txt,https://www.sec.gov/Archives/edgar/data/1063761/0001558370-22-001845.txt,20
10-K,SOUTHERN CO,92122,2022-02-17,edgar/data/92122/0000092122-22-000003.txt,https://www.sec.gov/Archives/edgar/data/92122/0000092122-22-000003.txt,20
10-K,"T-Mobile US, Inc.",1283699,2022-02-11,edgar/data/1283699/0001283699-22-000018.txt,https://www.sec.gov/Archives/edgar/data/1283699/0001283699-22-000018.txt,20
10-K,TARGET CORP,27419,2022-03-09,edgar/data/27419/0000027419-22-000007.txt,https://www.sec.gov/Archives/edgar/data/27419/0000027419-22-000007.txt,20
10-K,TEXAS INSTRUMENTS INC,97476,2022-02-04,edgar/data/97476/0000097476-22-000009.txt,https://www.sec.gov/Archives/edgar/data/97476/0000097476-22-000009.txt,20
10-K,THERMO FISHER SCIENTIFIC INC.,97745,2022-02-24,edgar/data/97745/0000097745-22-000011.txt,https://www.sec.gov/Archives/edgar/data/97745/0000097745-22-000011.txt,20
10-K,"Tesla, Inc.",1318605,2022-02-07,edgar/data/1318605/0000950170-22-000796.txt,https://www.sec.gov/Archives/edgar/data/1318605/0000950170-22-000796.txt,20
10-K,UNION PACIFIC CORP,100885,2022-02-04,edgar/data/100885/0001437749-22-002494.txt,https://www.sec.gov/Archives/edgar/data/100885/0001437749-22-002494.txt,20
10-K,UNITED PARCEL SERVICE INC,1090727,2022-02-22,edgar/data/1090727/0001090727-22-000007.txt,https://www.sec.gov/Archives/edgar/data/1090727/0001090727-22-000007.txt,20
10-K,UNITEDHEALTH GROUP INC,731766,2022-02-15,edgar/data/731766/0000731766-22-000008.txt,https://www.sec.gov/Archives/edgar/data/731766/0000731766-22-000008.txt,20
10-K,US BANCORP \DE\,36104,2022-02-22,edgar/data/36104/0001193125-22-048709.txt,https://www.sec.gov/Archives/edgar/data/36104/0001193125-22-048709.txt,20
10-K,VERIZON COMMUNICATIONS INC,732712,2022-02-11,edgar/data/732712/0000732712-22-000008.txt,https://www.sec.gov/Archives/edgar/data/732712/0000732712-22-000008.txt,20
10-K,WELLS FARGO & COMPANY/MN,72971,2022-02-22,edgar/data/72971/0000072971-22-000096.txt,https://www.sec.gov/Archives/edgar/data/72971/0000072971-22-000096.txt,20
10-K,Walmart Inc.,104169,2022-03-18,edgar/data/104169/0000104169-22-000012.txt,https://www.sec.gov/Archives/edgar/data/104169/0000104169-22-000012.txt,20
10-K,Medtronic plc,1613103,2022-06-23,edgar/data/1613103/0001613103-22-000023.txt,https://www.sec.gov/Archives/edgar/data/1613103/0001613103-22-000023.txt,20
10-K,ORACLE CORP,1341439,2022-06-21,edgar/data/1341439/0001564590-22-023675.txt,https://www.sec.gov/Archives/edgar/data/1341439/0001564590-22-023675.txt,20
10-K,"CISCO SYSTEMS, INC.",858877,2022-09-08,edgar/data/858877/0000858877-22-000013.txt,https://www.sec.gov/Archives/edgar/data/858877/0000858877-22-000013.txt,20
10-K,FEDEX CORP,1048911,2022-07-18,edgar/data/1048911/0000950170-22-012762.txt,https://www.sec.gov/Archives/edgar/data/1048911/0000950170-22-012762.txt,20
10-K,MICROSOFT CORP,789019,2022-07-28,edgar/data/789019/0001564590-22-026876.txt,https://www.sec.gov/Archives/edgar/data/789019/0001564590-22-026876.txt,20
10-K,"NIKE, Inc.",320187,2022-07-21,edgar/data/320187/0000320187-22-000038.txt,https://www.sec.gov/Archives/edgar/data/320187/0000320187-22-000038.txt,20
10-K,PROCTER & GAMBLE Co,80424,2022-08-05,edgar/data/80424/0000080424-22-000064.txt,https://www.sec.gov/Archives/edgar/data/80424/0000080424-22-000064.txt,20
10-K,Medtronic plc,1613103,2023-06-22,edgar/data/1613103/0001613103-23-000040.txt,https://www.sec.gov/Archives/edgar/data/1613103/0001613103-23-000040.txt,20
10-K,ORACLE CORP,1341439,2023-06-20,edgar/data/1341439/0000950170-23-028914.txt,https://www.sec.gov/Archives/edgar/data/1341439/0000950170-23-028914.txt,20
10-K,"CISCO SYSTEMS, INC.",858877,2023-09-07,edgar/data/858877/0000858877-23-000023.txt,https://www.sec.gov/Archives/edgar/data/858877/0000858877-23-000023.txt,20
10-K,FEDEX CORP,1048911,2023-07-17,edgar/data/1048911/0000950170-23-033201.txt,https://www.sec.gov/Archives/edgar/data/1048911/0000950170-23-033201.txt,20
10-K,MICROSOFT CORP,789019,2023-07-27,edgar/data/789019/0000950170-23-035122.txt,https://www.sec.gov/Archives/edgar/data/789019/0000950170-23-035122.txt,20
10-K,"NIKE, Inc.",320187,2023-07-20,edgar/data/320187/0000320187-23-000039.txt,https://www.sec.gov/Archives/edgar/data/320187/0000320187-23-000039.txt,20
10-K,PROCTER & GAMBLE Co,80424,2023-08-04,edgar/data/80424/0000080424-23-000073.txt,https://www.sec.gov/Archives/edgar/data/80424/0000080424-23-000073.txt,20
10-K,3M CO,66740,2023-02-08,edgar/data/66740/0000066740-23-000014.txt,https://www.sec.gov/Archives/edgar/data/66740/0000066740-23-000014.txt,20
10-K,ABBOTT LABORATORIES,1800,2023-02-17,edgar/data/1800/0001628280-23-004026.txt,https://www.sec.gov/Archives/edgar/data/1800/0001628280-23-004026.txt,3966430
10-K,ADOBE INC.,796343,2023-01-17,edgar/data/796343/0000796343-23-000007.txt,https://www.sec.gov/Archives/edgar/data/796343/0000796343-23-000007.txt,20
10-K,ADVANCED MICRO DEVICES INC,2488,2023-02-27,edgar/data/2488/0000002488-23-000047.txt,https://www.sec.gov/Archives/edgar/data/2488/0000002488-23-000047.txt,20
10-K,"ALTRIA GROUP, INC.",764180,2023-02-27,edgar/data/764180/0000764180-23-000020.txt,https://www.sec.gov/Archives/edgar/data/764180/0000764180-23-000020.txt,20
10-K,AMAZON COM INC,1018724,2023-02-03,edgar/data/1018724/0001018724-23-000004.txt,https://www.sec.gov/Archives/edgar/data/1018724/0001018724-23-000004.txt,20
10-K,AMERICAN EXPRESS CO,4962,2023-02-10,edgar/data/4962/0000004962-23-000006.txt,https://www.sec.gov/Archives/edgar/data/4962/0000004962-23-000006.txt,3455166
10-K,"AMERICAN INTERNATIONAL GROUP, INC.",5272,2023-02-17,edgar/data/5272/0000005272-23-000007.txt,https://www.sec.gov/Archives/edgar/data/5272/0000005272-23-000007.txt,20
10-K,AMERICAN TOWER CORP /MA/,1053507,2023-02-23,edgar/data/1053507/0001053507-23-000023.txt,https://www.sec.gov/Archives/edgar/data/1053507/0001053507-23-000023.txt,20
10-K,AMGEN INC,318154,2023-02-09,edgar/data/318154/0000318154-23-000017.txt,https://www.sec.gov/Archives/edgar/data/318154/0000318154-23-000017.txt,3443191
10-K,AT&T INC.,732717,2023-02-13,edgar/data/732717/0000732717-23-000011.txt,https://www.sec.gov/Archives/edgar/data/732717/0000732717-23-000011.txt,20
10-K,AbbVie Inc.,1551152,2023-02-17,edgar/data/1551152/0001551152-23-000011.txt,https://www.sec.gov/Archives/edgar/data/1551152/0001551152-23-000011.txt,20
10-K,Alphabet Inc.,1652044,2023-02-03,edgar/data/1652044/0001652044-23-000016.txt,https://www.sec.gov/Archives/edgar/data/1652044/0001652044-23-000016.txt,20
10-K,BANK OF AMERICA CORP /DE/,70858,2023-02-22,edgar/data/70858/0000070858-23-000092.txt,https://www.sec.gov/Archives/edgar/data/70858/0000070858-23-000092.txt,20
10-K,BERKSHIRE HATHAWAY INC,1067983,2023-02-27,edgar/data/1067983/0000950170-23-004451.txt,https://www.sec.gov/Archives/edgar/data/1067983/0000950170-23-004451.txt,20
10-K,BOEING CO,12927,2023-01-27,edgar/data/12927/0000012927-23-000007.txt,https://www.sec.gov/Archives/edgar/data/12927/0000012927-23-000007.txt,20
10-K,BRISTOL MYERS SQUIBB CO,14272,2023-02-14,edgar/data/14272/0000014272-23-000046.txt,https://www.sec.gov/Archives/edgar/data/14272/0000014272-23-000046.txt,20
10-K,Bank of New York Mellon Corp,1390777,2023-02-27,edgar/data/1390777/0001390777-23-000033.txt,https://www.sec.gov/Archives/edgar/data/1390777/0001390777-23-000033.txt,20
10-K,BlackRock Inc.,1364742,2023-02-24,edgar/data/1364742/0000950170-23-004343.txt,https://www.sec.gov/Archives/edgar/data/1364742/0000950170-23-004343.txt,20
10-K,Booking Holdings Inc.,1075531,2023-02-23,edgar/data/1075531/0001075531-23-000016.txt,https://www.sec.gov/Archives/edgar/data/1075531/0001075531-23-000016.txt,20
10-K,CAPITAL ONE FINANCIAL CORP,927628,2023-02-24,edgar/data/927628/0000927628-23-000117.txt,https://www.sec.gov/Archives/edgar/data/927628/0000927628-23-000117.txt,20
10-K,CATERPILLAR INC,18230,2023-02-15,edgar/data/18230/0000018230-23-000011.txt,https://www.sec.gov/Archives/edgar/data/18230/0000018230-23-000011.txt,3611288
10-K,"CHARTER COMMUNICATIONS, INC. /MO/",1091667,2023-01-27,edgar/data/1091667/0001091667-23-000024.txt,https://www.sec.gov/Archives/edgar/data/1091667/0001091667-23-000024.txt,20
10-K,CHEVRON CORP,93410,2023-02-23,edgar/data/93410/0000093410-23-000009.txt,https://www.sec.gov/Archives/edgar/data/93410/0000093410-23-000009.txt,20
10-K,CITIGROUP INC,831001,2023-02-27,edgar/data/831001/0000831001-23-000037.txt,https://www.sec.gov/Archives/edgar/data/831001/0000831001-23-000037.txt,9123551
10-K,COCA COLA CO,21344,2023-02-21,edgar/data/21344/0000021344-23-000011.txt,https://www.sec.gov/Archives/edgar/data/21344/0000021344-23-000011.txt,20
10-K,COLGATE PALMOLIVE CO,21665,2023-02-16,edgar/data/21665/0000021665-23-000007.txt,https://www.sec.gov/Archives/edgar/data/21665/0000021665-23-000007.txt,20
10-K,COMCAST CORP,1166691,2023-02-03,edgar/data/1166691/0001166691-23-000010.txt,https://www.sec.gov/Archives/edgar/data/1166691/0001166691-23-000010.txt,20
10-K,CONOCOPHILLIPS,1163165,2023-02-16,edgar/data/1163165/0001163165-23-000006.txt,https://www.sec.gov/Archives/edgar/data/1163165/0001163165-23-000006.txt,20
10-K,CVS HEALTH Corp,64803,2023-02-08,edgar/data/64803/0000064803-23-000009.txt,https://www.sec.gov/Archives/edgar/data/64803/0000064803-23-000009.txt,20
10-K,DANAHER CORP /DE/,313616,2023-02-22,edgar/data/313616/0000313616-23-000087.txt,https://www.sec.gov/Archives/edgar/data/313616/0000313616-23-000087.txt,51063109
10-K,DOW INC.,1751788,2023-02-01,edgar/data/1751788/0001751788-23-000014.txt,https://www.sec.gov/Archives/edgar/data/1751788/0001751788-23-000014.txt,4192892
10-K,Duke Energy CORP,1326160,2023-02-27,edgar/data/1326160/0001326160-23-000073.txt,https://www.sec.gov/Archives/edgar/data/1326160/0001326160-23-000073.txt,20
10-K,ELI LILLY & Co,59478,2023-02-22,edgar/data/59478/0000059478-23-000082.txt,https://www.sec.gov/Archives/edgar/data/59478/0000059478-23-000082.txt,20
10-K,EXELON CORP,1109357,2023-02-14,edgar/data/1109357/0001109357-23-000018.txt,https://www.sec.gov/Archives/edgar/data/1109357/0001109357-23-000018.txt,20
10-K,EXXON MOBIL CORP,34088,2023-02-22,edgar/data/34088/0000034088-23-000020.txt,https://www.sec.gov/Archives/edgar/data/34088/0000034088-23-000020.txt,5368715
10-K,FORD MOTOR CO,37996,2023-02-03,edgar/data/37996/0000037996-23-000012.txt,https://www.sec.gov/Archives/edgar/data/37996/0000037996-23-000012.txt,20
10-K,GENERAL DYNAMICS CORP,40533,2023-02-07,edgar/data/40533/0000040533-23-000014.txt,https://www.sec.gov/Archives/edgar/data/40533/0000040533-23-000014.txt,15602226
10-K,GENERAL ELECTRIC CO,40545,2023-02-10,edgar/data/40545/0000040545-23-000023.txt,https://www.sec.gov/Archives/edgar/data/40545/0000040545-23-000023.txt,3926049
10-K,"GILEAD SCIENCES, INC.",882095,2023-02-22,edgar/data/882095/0000882095-23-000007.txt,https://www.sec.gov/Archives/edgar/data/882095/0000882095-23-000007.txt,20
10-K,GOLDMAN SACHS GROUP INC,886982,2023-02-24,edgar/data/886982/0000886982-23-000003.txt,https://www.sec.gov/Archives/edgar/data/886982/0000886982-23-000003.txt,20
10-K,General Motors Co,1467858,2023-01-31,edgar/data/1467858/0001467858-23-000029.txt,https://www.sec.gov/Archives/edgar/data/1467858/0001467858-23-000029.txt,20
10-K,"HOME DEPOT, INC.",354950,2023-03-15,edgar/data/354950/0000354950-23-000059.txt,https://www.sec.gov/Archives/edgar/data/354950/0000354950-23-000059.txt,20
10-K,HONEYWELL INTERNATIONAL INC,773840,2023-02-10,edgar/data/773840/0000773840-23-000013.txt,https://www.sec.gov/Archives/edgar/data/773840/0000773840-23-000013.txt,20
10-K,INTEL CORP,50863,2023-01-27,edgar/data/50863/0000050863-23-000006.txt,https://www.sec.gov/Archives/edgar/data/50863/0000050863-23-000006.txt,20
10-K,INTERNATIONAL BUSINESS MACHINES CORP,51143,2023-02-28,edgar/data/51143/0001558370-23-002376.txt,https://www.sec.gov/Archives/edgar/data/51143/0001558370-23-002376.txt,20
10-K,JOHNSON & JOHNSON,200406,2023-02-16,edgar/data/200406/0000200406-23-000016.txt,https://www.sec.gov/Archives/edgar/data/200406/0000200406-23-000016.txt,3233602
10-K,JPMORGAN CHASE & CO,19617,2023-02-21,edgar/data/19617/0000019617-23-000231.txt,https://www.sec.gov/Archives/edgar/data/19617/0000019617-23-000231.txt,20
10-K,Kraft Heinz Co,1637459,2023-02-16,edgar/data/1637459/0001637459-23-000009.txt,https://www.sec.gov/Archives/edgar/data/1637459/0001637459-23-000009.txt,3646162
10-K,LINDE PLC,1707925,2023-02-28,edgar/data/1707925/0001628280-23-005434.txt,https://www.sec.gov/Archives/edgar/data/1707925/0001628280-23-005434.txt,2492137
